data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.8119926202983698,0.556435120260313,1.1245441372696547,0.8119926202983698,0.5744184765136201,46.90909090909091,83.36363636363636
