data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.7827695493856219,0.5420916749739056,1.132658735491315,0.7827695493856219,0.514027681659596,32.09090909090909,62.18181818181818
