data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.7832044086334179,0.5386558331633573,1.0808310946477109,0.7832044086334179,0.6289773088591991,69.63636363636364,110.9090909090909
