data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.6935487222523489,0.447832855495242,0.9887115062781063,0.6935487222523489,0.5875058045465221,52.45454545454545,90.63636363636364
