data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.8427278056057967,0.6182959562450021,1.174875464738983,0.8427278056057967,0.5523267138981244,39.63636363636363,71.54545454545455
