data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
gt,0.724873174999794,0.5042280253781543,0.9936278060661629,0.724873174999794,0.7614133397130028,122.0909090909091,161.54545454545453
