data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.6719267925749526,0.1850705403980824,1.102527631434327,0.6719267925749526,0.4661025076764787,15.363636363636363,33.36363636363637
Yucheng 2025-10-10 16.16.24,0.6239798119476693,0.13090923959136316,1.0343773878071825,0.6239798119476693,0.04049776658280245,16.272727272727273,407.72727272727275
Yucheng 2025-10-10 16.16.33,0.3155806052160326,5.433842336641754e-13,0.7112712514083516,0.3155806052160326,0.17459693923272826,11.363636363636363,69.63636363636364
