data_name,mean_error,median_error,rmse,mae,keep_rate,num_inliers_F,num_pts
Yucheng 2025-10-10 16.16.16,0.9663399570848842,0.8087924250048559,1.301160164727565,0.9663399570848842,0.6293262301713791,48.18181818181818,76.63636363636364
Yucheng 2025-10-10 16.16.24,0.8371018451320528,0.7580561539745678,1.1217035346476305,0.8371018451320528,0.32754555200095326,136.27272727272728,420.27272727272725
Yucheng 2025-10-10 16.16.33,0.9536060968796487,0.7603387754904776,1.238181440134995,0.9536060968796487,0.695758674873148,122.27272727272727,176.27272727272728
